place,address,Latitude,Longitude
공생,제주특별자치도 제주시 천수동로2길 23,33.5082225,126.5433271
카페마니,제주특별자치도 제주시 구좌읍 해맞이해안로 1112,33.5291668,126.8538817
카페뚜이,제주특별자치도 제주시 한림읍 협재1길 45 1층,33.3988639,126.2446709
카페팀블로우,제주특별자치도 제주시 애월읍 애월로 19-3 나동 1층,33.4611359,126.3109056
히아담,제주특별자치도 제주시 과원로 28 1층,33.4760842,126.4865249
트라이브 신창점,"제주특별자치도 제주시 한경면 한경해안로 474-22 1, 2층",33.3328723,126.1697983
커핏,제주특별자치도 서귀포시 칠십리로658번길 27-13,33.2482683,126.6165067
어반정글그레이밤부,제주특별자치도 제주시 조천읍 일주동로 1611 1층,33.5528776,126.7043663
슬로보트 아뜰리에,제주특별자치도 제주시 애월읍 하귀2길 46-16,33.4900871,126.4144874
윤재커피,제주특별자치도 제주시 중앙로12길 1,33.5117995,126.524172
니나수족욕카페,제주특별자치도 서귀포시 안덕면 대평로 29,33.2365893,126.3639804
니모스토리,제주특별자치도 제주시 구좌읍 김녕로17길 33-1 1층,33.5582612,126.7541067
로스트&헤븐,제주특별자치도 제주시 테우해안로 162 1층,33.496738,126.4511395
카페책자국,제주특별자치도 제주시 구좌읍 종달로1길 117,33.4962618,126.9077399
꽁떼네도르,제주특별자치도 서귀포시 1100로 219 1층,33.26653,126.4461624
카페 오놀,제주특별자치도 서귀포시 대포로 174 2층,33.2387544,126.4396458
식빵가게,제주특별자치도 제주시 월성로10길 1 1층,33.5011685,126.5053189
토토네,제주특별자치도 제주시 애월읍 하귀10길 49-2 수지빌 1층 102호,33.4892128,126.4106331
화수목,제주특별자치도 제주시 구좌읍 해맞이해안로 1028 1층,33.5291668,126.8538817
베터플랫,제주특별자치도 제주시 탑동해안로 74 1층,33.5182319,126.5231737
안녕토르,제주특별자치도 제주시 조천읍 선진길 7-19 1층,33.4597966,126.7035487
토끼썸,제주특별자치도 제주시 구좌읍 해맞이해안로 1860,33.5291668,126.8538817
오후다섯시 두가지착각 조차도,"제주특별자치도 제주시 조천읍 조함해안로 273-37 오후다섯시, 두가지착각, 조차도",33.552116,126.6488475
카페이시도르,제주특별자치도 제주시 한림읍 금악북로 353 1층,33.3466065,126.3228809
에이바우트커피 삼무공원점,제주특별자치도 제주시 신광로 20,33.4903817,126.4899625
관심사,제주특별자치도 제주시 중앙로 77 지하1층,33.5112434,126.5246399
게우지코지인갤러리 커피하우스,제주특별자치도 서귀포시 보목포로 179,33.2421595,126.6100897
왓섬,제주특별자치도 제주시 오등4길 3,33.4662446,126.5220176
페어리제주,제주특별자치도 제주시 구좌읍 해맞이해안로 1486,33.5291668,126.8538817
폴바셋 제주아라DT점,제주특별자치도 제주시 중앙로 393,33.4814679,126.5411458
해거름전망대카페,제주특별자치도 제주시 한경면 판포리 1608,33.370031,126.2062628
주네가네 키친앤카페,제주특별자치도 제주시 구좌읍 행원로7길 23-6,33.5557591,126.8071811
픽스커피 화북공단점,제주특별자치도 제주시 청풍남8길 55,33.5146341,126.5721755
술의식물원,제주특별자치도 제주시 구좌읍 중산간동로 2253,33.471814,126.7837769
88로스터즈,제주특별자치도 제주시 금산5길 35-1 1층,33.5258373,126.563551
플레이커피랩,제주특별자치도 서귀포시 서문로28번길 2 1층,33.2506032,126.5588932
오르바,제주특별자치도 서귀포시 보목포로 78,33.2404639,126.6098418
바미아일랜드,제주특별자치도 제주시 구좌읍 해맞이해안로 474-1 1층,33.5291668,126.8538817
보라지붕,제주특별자치도 제주시 조천읍 함덕19길 6,33.5407059,126.6702393
폴바셋 제주용담DT점,제주특별자치도 제주시 서해안로 442-1,33.5173051,126.4876813
커피가게쉬고가게,제주특별자치도 서귀포시 표선면 민속해안로 593 커피가게쉬고가게,33.3249956,126.8422384
카페쌀쌀,제주특별자치도 제주시 애월읍 신엄로 51,33.4709336,126.3662776
초가헌,제주특별자치도 서귀포시 표선면 중산간동로 4628,33.3903275,126.801348
도리화과,제주특별자치도 제주시 아연로 194 1층,33.4690929,126.5096166
카페정관헌,제주특별자치도 제주시 박성내서길 6 1층,33.4916956,126.5407923
간세다리족욕카페,제주특별자치도 서귀포시 중정로 17-1 2층,33.2476634,126.5584532
잔디공장,제주특별자치도 서귀포시 성산읍 일주동로5154번길 5,33.3774398,126.8733638
카페사우다드,제주특별자치도 서귀포시 대정읍 하모이삼로51번길 28,33.2255301,126.2536093
유티피커피,제주특별자치도 제주시 고마로 136 은경빌딩 2층,33.5023525,126.5425731
제주소담,제주특별자치도 서귀포시 막숙포로 150 2층,33.2359288,126.513206
우연못,제주특별자치도 제주시 은수길 110 2층,33.4721583,126.4880259
가파도봄날에,제주특별자치도 서귀포시 대정읍 가파로67번길 47-2,33.1695513,126.2705882
이스틀리,제주특별자치도 서귀포시 성산읍 산성효자로114번길 131-1 미래동 2층,33.4521356,126.9044579
블라썸1407,제주특별자치도 제주시 애월읍 고하상로 103,33.4466947,126.3539724
다카포카페,"제주특별자치도 서귀포시 표선면 표선백사로110번길 6 1, 2층",33.3240444,126.8379141
카페단단,제주특별자치도 제주시 관덕로4길 1-6,33.5125846,126.5216649
커피동굴,제주특별자치도 제주시 사라봉길 5 지하1층,33.5146043,126.5392335
카페지니,제주특별자치도 서귀포시 남원읍 공천포로11번길 19,33.2645182,126.6401524
레드브라운,제주특별자치도 서귀포시 안덕면 난드르로 49-50 해녀회관 2층,33.2323397,126.3651109
어글리딜리셔스,제주특별자치도 제주시 구남동2길 19-8,33.488973,126.5359777
딜레탕트,"제주특별자치도 제주시 조천읍 신북로 144 1,2층",33.5386704,126.6458435
감따남,제주특별자치도 서귀포시 월산로 16,33.2676632,126.4950848
종달리746,제주특별자치도 제주시 구좌읍 종달동길 29-9 1층,33.4918685,126.9025761
해비치불턱,제주특별자치도 서귀포시 표선면 민속해안로 384,33.3125215,126.8374024
목장카페 밭디,제주특별자치도 서귀포시 표선면 번영로 2486 목장카페 밭디,33.4078627,126.7726233
리치망고 쇠소깍점,제주특별자치도 서귀포시 쇠소깍로 164,33.254188,126.6213171
바다는안보여요,제주특별자치도 제주시 구좌읍 종달로5길 31-1,33.4933215,126.8994833
플라이오조,제주특별자치도 서귀포시 성산읍 오조로85번길 44,33.4613312,126.9136742
안녕구움,제주특별자치도 제주시 한경면 고산로 49 1층,33.3053522,126.1791699
나비정원,제주특별자치도 서귀포시 대정읍 신영로 60-7,33.2203773,126.2494072
아뽀밍고,제주특별자치도 서귀포시 성산읍 일출로 230,33.4599808,126.9307416
논짓물해수족욕카페,제주특별자치도 서귀포시 논짓물로 13,33.2371582,126.3880769
페이보리오리,제주특별자치도 서귀포시 효돈순환로 252,33.2568783,126.6172398
슈가탱크,제주특별자치도 제주시 우도면 우도봉길 41,33.4941516,126.9602943
할로비치 본점,제주특별자치도 제주시 한경면 녹차분재로 354,33.3244002,126.2558172
고도,제주특별자치도 제주시 어영길 15 1층,33.5190547,126.4951314
산노루,제주특별자치도 제주시 한경면 낙원로 32,33.3254783,126.2263325
팡송,제주특별자치도 서귀포시 남원읍 태위로115번길 1,33.2749246,126.6597614
초이당,제주특별자치도 서귀포시 남원읍 남태해안로 259,33.2812109,126.7340308
따소롬,제주특별자치도 제주시 구좌읍 월정1길 72-1 1층,33.5572691,126.7938479
유람위드북스,제주특별자치도 제주시 한경면 조수동2길 54-36,33.3447148,126.2337887
카페 세러데이아일랜드,제주특별자치도 서귀포시 남원읍 남한로21번길 28 1층,33.2813103,126.7145293
무상찻집 (휴업중),제주특별자치도 제주시 서광로5길 10,33.5009806,126.5144369
소길다방,제주특별자치도 제주시 애월읍 소길2길 45-3 1층,33.43884,126.3794093
제주몽,제주특별자치도 서귀포시 천제연로 194,33.2532184,126.4272791
카페을리,제주특별자치도 서귀포시 안덕면 병악로 90,33.2968281,126.3723948
에이바우트커피 종합청사점,제주특별자치도 제주시 청사로 79 1층,33.4901516,126.5274779
나이체,제주특별자치도 제주시 아라일동 6106-13,33.4261379,126.5626925
에이바우트커피 올레시장점,제주특별자치도 서귀포시 중정로62번길 4,33.2473607,126.5629874
제주기와,제주특별자치도 제주시 애월읍 광령남4길 45-1 1층,33.4512825,126.4253123
카페 가드니아,제주특별자치도 서귀포시 표선면 표선동서로 151,33.3180304,126.8289451
헤이피피,제주특별자치도 제주시 한경면 일주서로 4533-3,33.3654338,126.1989556
카페물결,제주특별자치도 제주시 사라봉동길 108-1,33.5213071,126.545873
제3공간,제주특별자치도 제주시 연화중길 21 1층,33.4769219,126.4888976
제대가는길,제주특별자치도 제주시 제주대학로 75-1,33.4597258,126.5585027
일월선셋비치,제주특별자치도 제주시 애월읍 애월북서길 56-1,33.4662251,126.3107458
오드랑베이커리,제주특별자치도 제주시 조천읍 조함해안로 552-3 1층,33.5424691,126.6718069
애월빵공장앤카페,제주특별자치도 제주시 애월읍 금성5길 42-15 1층,33.4478775,126.3012418
하멜,제주특별자치도 제주시 노형2길 51-3,33.4836386,126.4818486
빵귿,제주특별자치도 제주시 구남동6길 45-1 1층,33.4875695,126.5364225
덕인당보리빵,제주특별자치도 제주시 조천읍 신북로 36,33.5321105,126.6187056
보래드베이커스,제주특별자치도 서귀포시 보목로64번길 178 호텔서귀피안 1층,33.2443245,126.59071
다니쉬,"제주특별자치도 제주시 조천읍 함덕16길 56 1, 2층",33.5421648,126.6636375
아베베베이커리,제주특별자치도 제주시 동문로6길 4 1층,33.512635,126.5288514
해비치호텔앤드리조트 마고,제주특별자치도 서귀포시 표선면 민속해안로 537 1층,33.3234478,126.8447796
벨룸리조트 카페,제주특별자치도 서귀포시 516로277번길 45,33.2812754,126.5784104
프랑제리 켄싱턴리조트 중문점,제주특별자치도 서귀포시 중문관광로72번길 29-29 3층,33.2475912,126.4125373
더벤티 해비치리조트점,제주특별자치도 서귀포시 표선면 민속해안로 577 1층,33.3248304,126.8439441
호텔샌드,제주특별자치도 제주시 한림읍 한림로 339,33.3940557,126.2405094
해비치호텔앤드리조트 마고,제주특별자치도 서귀포시 표선면 민속해안로 537 1층,33.3234478,126.8447796
제주신라호텔 바당,제주특별자치도 서귀포시 중문관광로72번길 75 제주신라호텔 6층,33.2475582,126.4081161
